CE-CO,CE-PM10,julian_day,hour
23.93706293706298,23.069930069930056,15,4
26.825174825174855,24.21678321678321,15,5
29.671328671328677,25.433566433566423,15,6
32.13286713286712,27.04195804195803,15,7
34.09090909090905,28.748251748251732,15,8
35.41958041958034,30.33566433566432,15,9
35.55244755244743,31.48251748251746,15,10
33.83216783216769,32.573426573426545,15,11
30.342657342657184,33.31468531468527,15,12
25.45454545454529,33.59440559440554,15,13
20.5594405594404,33.46853146853142,15,14
16.076923076922938,33.40559440559434,15,15
12.090909090908967,33.19580419580414,15,16
8.965034965034862,33.42657342657338,15,17
7.034965034964955,33.87412587412582,15,18
6.272727272727217,34.46853146853142,15,19
6.825174825174794,35.06293706293702,15,20
8.293706293706286,35.74125874125869,15,21
9.860139860139865,36.58741258741253,15,22
10.916083916083924,37.4545454545454,15,23
11.748251748251752,38.10489510489505,16,0
12.321678321678322,38.53146853146847,16,1
12.846153846153845,38.89510489510482,16,2
13.146853146853145,39.06293706293699,16,3
13.447552447552445,38.83916083916076,16,4
13.804195804195803,38.76223776223769,16,5
14.349650349650346,38.51048951048945,16,6
15.139860139860131,38.44055944055938,16,7
16.09090909090908,38.63636363636357,16,8
17.055944055944035,39.18181818181812,16,9
17.748251748251718,39.93006993006987,16,10
18.1398601398601,40.81118881118875,16,11
17.92307692307688,41.678321678321616,16,12
16.97202797202794,42.53846153846148,16,13
15.68531468531467,43.23076923076918,16,14
14.3916083916084,43.72027972027968,16,15
14.11888111888115,44.39160839160835,16,16
15.104895104895157,45.21678321678317,16,17
17.45454545454552,46.10489510489504,16,18
20.986013986014072,47.314685314685256,16,19
27.706293706293746,48.657342657342596,16,20
33.34965034965037,49.944055944055876,16,21
37.567634385816206,51.062937062936996,16,22
40.219802924348365,51.6713286713286,16,23
40.95658886567976,51.88811188811182,17,0
40.16876810058624,51.95804195804189,17,1
39.38830866103587,51.94405594405589,17,2
37.852972784790865,52.44755244755239,17,3
36.06625697534777,54.055944055943996,17,4
34.1680213725667,56.08391608391604,17,5
32.675748493930186,58.24475524475519,17,6
32.08594183594172,60.62237762237758,17,7
33.2867132867132,62.95104895104891,17,8
32.41283716283705,65.47552447552442,17,9
30.569208569208442,67.8461538461538,17,10
28.145104895104755,70.1608391608391,17,11
25.49950049950035,72.22377622377616,17,12
22.994172494172354,74.06293706293697,17,13
21.279720279720156,75.59440559440549,17,14
18.69930069930058,76.88111888111877,17,15
15.944055944055835,78.11888111888099,17,16
13.13986013986004,78.48951048951034,17,17
10.797202797202715,78.13986013985999,17,18
9.153846153846095,77.48951048951032,17,19
8.559440559440521,76.60139860139842,17,20
8.90909090909089,75.68531468531451,17,21
9.37062937062936,74.91608391608374,17,22
10.328671328671323,74.49650349650331,17,23
11.370629370629372,73.79720279720259,18,0
12.44055944055945,72.7062937062935,18,1
13.594405594405613,71.07692307692285,18,2
14.678321678321698,69.08391608391588,18,3
15.664335664335685,66.76223776223756,18,4
16.587412587412604,64.06993006992987,18,5
17.790209790209797,61.195804195804016,18,6
19.167832167832167,58.94405594405577,18,7
20.811188811188803,57.60139860139843,18,8
22.5314685314685,56.44055944055926,18,9
23.566433566433524,55.65034965034948,18,10
23.839160839160773,55.16083916083901,18,11
22.993006993006915,54.524475524475406,18,12
21.433566433566345,53.77622377622366,18,13
19.14685314685305,53.03496503496494,18,14
16.40559440559431,52.90209790209783,18,15
13.57342657342648,53.188811188811115,18,16
11.104895104895016,54.21678321678314,18,17
9.314685314685235,55.81818181818175,18,18
8.041958041957974,58.328671328671255,18,19
7.510489510489456,61.14685314685308,18,20
7.440559440559397,63.524475524475456,18,21
7.26573426573423,65.22377622377616,18,22
7.174825174825145,66.71328671328664,18,23
6.853146853146829,67.49650349650342,19,0
6.433566433566419,67.8881118881118,19,1
5.853146853146845,68.37062937062927,19,2
5.405594405594404,69.30069930069921,19,3
5.447552447552453,70.37062937062926,19,4
5.923076923076934,71.68531468531458,19,5
6.839160839160855,73.18181818181806,19,6
8.097902097902116,74.3216783216782,19,7
9.664335664335685,75.34965034965025,19,8
11.335664335664353,76.4055944055943,19,9
12.818181818181827,76.99999999999989,19,10
13.986013986013987,77.91608391608379,19,11
14.573426573426564,78.5104895104894,19,12
14.49650349650348,79.47552447552437,19,13
14.237762237762217,80.81118881118869,19,14
13.89510489510487,82.06993006992995,19,15
13.517482517482494,83.18881118881106,19,16
13.24475524475522,84.10489510489498,19,17
13.139860139860115,85.06293706293695,19,18
13.279720279720255,85.94405594405582,19,19
13.66433566433564,87.10489510489498,19,20
14.370629370629342,88.2237762237761,19,21
14.783216783216751,89.20979020979007,19,22
14.85314685314682,90.23076923076908,19,23
14.440559440559406,91.22377622377607,20,0
13.713286713286678,92.44755244755231,20,1
13.00699300699298,93.53146853146838,20,2
12.412587412587389,94.47552447552431,20,3
11.993006993006974,95.13986013985998,20,4
11.96503496503495,95.48951048951032,20,5
12.377622377622366,95.83916083916066,20,6
13.265734265734254,96.22377622377604,20,7
14.510489510489498,96.44755244755227,20,8
15.839160839160828,96.23776223776206,20,9
16.720279720279702,96.10489510489494,20,10
17.3286713286713,95.9790209790208,20,11
17.314685314685278,96.26573426573408,20,12
16.67832167832164,96.74125874125855,20,13
15.7412587412587,97.50349650349632,20,14
14.97902097902094,98.57342657342637,20,15
14.25174825174821,99.65034965034945,20,16
13.678321678321637,100.46153846153827,20,17
13.391608391608354,100.77622377622357,20,18
13.370629370629336,100.39160839160819,20,19
13.503496503496473,99.50349650349628,20,20
13.895104895104865,98.13986013985992,20,21
14.25174825174822,96.67832167832145,20,22
14.370629370629338,95.58741258741237,20,23
13.727272727272698,94.93706293706272,21,0
12.951048951048929,94.51748251748229,21,1
12.25874125874125,94.00699300699277,21,2
12.16083916083917,93.58741258741236,21,3
12.699300699300714,93.25874125874104,21,4
13.951048951048968,92.67132867132847,21,5
15.748251748251764,91.86013986013963,21,6
17.92307692307694,90.56643356643333,21,7
20.461538461538474,88.83216783216758,21,8
23.195804195804193,86.89510489510464,21,9
25.419580419580395,84.69930069930045,21,10
26.545454545454497,82.64335664335638,21,11
26.055944055943982,80.4335664335662,21,12
24.391608391608305,78.28671328671305,21,13
21.727272727272634,75.91608391608369,21,14
18.755244755244664,73.30769230769208,21,15
16.041958041957965,71.01398601398581,21,16
13.818181818181754,69.20979020979003,21,17
12.363636363636315,68.23076923076907,21,18
11.930069930069891,68.16083916083902,21,19
12.601398601398573,68.6293706293705,21,20
14.279720279720262,69.58741258741246,21,21
16.34965034965034,70.80419580419566,21,22
18.153846153846136,71.86713286713274,21,23
19.391608391608365,72.76223776223763,22,0
19.69930069930065,73.55244755244743,22,1
19.013986013985953,73.79720279720267,22,2
17.4685314685314,73.33566433566419,22,3
15.468531468531395,72.44755244755228,22,4
13.293706293706224,71.40559440559423,22,5
11.391608391608326,70.3706293706292,22,6
9.902097902097847,69.7622377622376,22,7
8.888111888111839,69.32867132867119,22,8
8.48951048951045,69.17482517482503,22,9
8.587412587412555,69.25174825174811,22,10
8.958041958041933,69.26573426573412,22,11
9.440559440559424,69.38461538461524,22,12
9.74125874125873,69.5454545454544,22,13
9.909090909090898,69.76223776223763,22,14
9.839160839160824,70.3286713286712,22,15
9.671328671328654,70.6363636363635,22,16
9.545454545454527,71.0279720279719,22,17
9.53846153846152,71.07692307692294,22,18
9.573426573426556,70.9650349650348,22,19
9.671328671328654,70.90209790209775,22,20
9.792307692307675,70.5594405594404,22,21
9.92999929363564,69.85314685314668,22,22
9.925254291163364,68.77622377622362,22,23
9.860448642266805,67.62937062937048,23,0
9.890261001624621,66.45454545454533,23,1
9.53866739321284,65.67832167832154,23,2
9.435038446402078,65.49650349650338,23,3
9.740213322031503,65.67832167832157,23,4
10.38426195017104,66.56643356643347,23,5
11.143408107044467,68.03496503496496,23,6
11.96170773670773,69.9790209790209,23,7
12.860139860139851,72.44755244755237,23,8
13.660064935064922,74.46153846153837,23,9
14.332112332112311,76.30069930069921,23,10
14.628496503496473,77.75524475524466,23,11
14.479520479520442,77.72027972027965,23,12
13.656177156177113,78.2587412587412,23,13
12.335664335664287,79.54545454545449,23,14
11.321678321678275,81.65034965034957,23,15
10.454545454545414,84.1958041958041,23,16
9.727272727272695,87.25874125874117,23,17
9.118881118881092,90.86713286713275,23,18
8.748251748251729,94.27972027972018,23,19
8.874125874125864,97.30769230769221,23,20
9.48251748251748,99.41258741258729,23,21
10.454545454545457,100.8391608391607,23,22
11.412587412587419,101.27972027972014,23,23
12.426573426573432,100.41258741258724,24,0
13.230769230769234,100.52447552447535,24,1
14.111888111888112,100.8671328671327,24,2
14.881118881118878,101.62937062937046,24,3
15.517482517482513,102.26573426573407,24,4
15.999999999999991,103.01398601398583,24,5
16.461538461538446,103.65034965034947,24,6
16.818181818181795,104.0909090909089,24,7
17.181818181818148,104.4825174825173,24,8
17.461538461538424,104.83216783216763,24,9
17.50349650349646,105.16083916083895,24,10
17.244755244755194,105.50349650349631,24,11
16.881118881118823,105.74125874125855,24,12
16.083916083916023,105.83216783216763,24,13
15.027972027971973,105.97902097902077,24,14
13.81118881118876,106.01398601398581,24,15
12.594405594405547,106.0139860139858,24,16
11.692307692307654,105.96503496503476,24,17
11.174825174825145,105.85314685314664,24,18
11.160839160839135,105.83216783216761,24,19
11.433566433566412,105.82517482517461,24,20
12.006993006992985,105.9090909090907,24,21
12.804195804195782,105.93006993006972,24,22
13.440559440559417,105.97902097902076,24,23
13.853146853146828,105.99300699300677,25,0
13.64335664335662,105.84615384615364,25,1
13.181818181818162,105.58041958041936,25,2
12.594405594405575,105.06993006992985,25,3
12.08391608391607,104.58741258741237,25,4
11.916083916083908,104.02097902097881,25,5
12.111888111888108,103.64335664335643,25,6
13.000000000000002,103.25174825174804,25,7
14.328671328671328,102.96503496503476,25,8
16.0,102.96503496503477,25,9
17.839160839160833,103.09790209790188,25,10
19.195804195804175,103.36363636363616,25,11
19.999999999999964,103.67132867132848,25,12
19.97902097902093,104.05594405594385,25,13
19.300699300699243,104.53846153846133,25,14
18.006993006992946,105.06293706293687,25,15
16.398601398601333,105.65034965034945,25,16
14.727272727272663,106.09090909090891,25,17
13.027972027971966,106.51048951048932,25,18
11.825174825174768,106.63636363636343,25,19
11.167832167832117,106.67132867132847,25,20
10.860139860139817,106.6013986013984,25,21
11.013986013985978,106.48951048951028,25,22
11.237762237762206,106.30769230769211,25,23
11.279720279720252,106.195804195804,26,0
11.181818181818155,106.30769230769211,26,1
10.881118881118859,106.4895104895103,26,2
10.545454545454525,106.6013986013984,26,3
10.32867132867131,106.8251748251746,26,4
10.216783216783199,106.79020979020957,26,5
10.195804195804177,106.5384615384613,26,6
10.496503496503477,106.04895104895081,26,7
10.965034965034944,105.46853146853122,26,8
11.370629370629349,104.49650349650325,26,9
11.804195804195777,103.42657342657317,26,10
11.895104895104861,102.25874125874101,26,11
11.440559440559403,101.02097902097876,26,12
10.727272727272686,99.62937062937034,26,13
9.734265734265692,97.81118881118853,26,14
8.685314685314644,95.48951048951022,26,15
7.664335664335627,92.93706293706266,26,16
6.832167832167799,90.27272727272698,26,17
6.258741258741229,87.16783216783189,26,18
5.937062937062915,84.04195804195777,26,19
5.923076923076907,81.00699300699273,26,20
6.244755244755232,77.71328671328645,26,21
6.685314685314675,74.91608391608364,26,22
6.9370629370629295,72.12587412587386,26,23
6.986013986013984,69.3426573426571,27,0
6.958041958041963,66.75524475524452,27,1
7.181818181818192,64.1118881118879,27,2
7.713286713286726,61.6083916083914,27,3
8.517482517482525,59.566433566433375,27,4
9.496503496503504,57.972027972027796,27,5
10.489510489510494,56.60139860139844,27,6
11.412587412587412,55.67832167832152,27,7
12.503496503496496,55.02797202797187,27,8
13.615384615384597,54.29370629370614,27,9
14.076923076923045,53.59440559440546,27,10
13.657342657342612,52.44055944055931,27,11
12.5524475524475,51.37762237762227,27,12
11.062937062937007,50.90909090909082,27,13
9.608391608391551,50.93006993006984,27,14
8.160839160839112,51.3986013986013,27,15
6.923076923076881,52.44055944055934,27,16
5.8391608391608,53.3986013986013,27,17
5.0839160839160495,54.566433566433474,27,18
4.755244755244727,55.489510489510415,27,19
4.951048951048932,56.53146853146846,27,20
5.510489510489498,57.52447552447544,27,21
5.832167832167822,57.993006993006894,27,22
5.916083916083905,57.91608391608382,27,23
5.916083916083905,57.77622377622368,28,0
5.83216783216782,58.13286713286704,28,1
5.664335664335652,58.979020979020895,28,2
5.412587412587399,59.818181818181735,28,3
5.167832167832156,60.84615384615377,28,4
4.944055944055936,61.5874125874125,28,5
4.818181818181814,62.426573426573356,28,6
4.853146853146853,63.5804195804195,28,7
5.174825174825178,65.18881118881112,28,8
5.66433566433567,67.06993006993001,28,9
6.188811188811197,68.95804195804189,28,10
6.832167832167843,70.77622377622372,28,11
7.510489510489527,72.41258741258734,28,12
8.356643356643374,74.18181818181812,28,13
9.244755244755268,75.66433566433561,28,14
10.11188811188814,77.46153846153842,28,15
11.174825174825203,79.99999999999996,28,16
12.622377622377646,83.11188811188809,28,17
14.104895104895125,86.84615384615381,28,18
15.608391608391626,91.03496503496498,28,19
17.608391608391614,95.06293706293701,28,20
18.969930069930065,98.97202797202789,28,21
19.802288620470424,102.6783216783216,28,22
20.144278448823883,105.6993006993006,28,23
20.052093361184244,107.69230769230755,29,0
19.737688069506223,108.7552447552446,29,1
19.95780583053305,108.90209790209772,29,2
19.411747343565462,108.96503496503476,29,3
18.61000211909296,108.99999999999979,29,4
17.601521206066597,109.16783216783196,29,5
16.56112977931154,109.48951048951028,29,6
15.726590076590028,109.67832167832147,29,7
15.27272727272724,109.83216783216761,29,8
14.537112887112858,109.97202797202776,29,9
14.101565101565075,110.28671328671308,29,10
14.085664335664314,110.73426573426553,29,11
14.610389610389594,111.34965034965015,29,12
15.700466200466199,111.9090909090907,29,13
17.622377622377638,112.4195804195802,29,14
18.650349650349664,112.88811188811167,29,15
19.84615384615386,113.18181818181796,29,16
21.076923076923094,113.42657342657321,29,17
22.685314685314697,113.58041958041937,29,18
24.293706293706297,113.74125874125853,29,19
25.846153846153843,113.93006993006973,29,20
27.39160839160838,114.09090909090888,29,21
28.762237762237742,114.3986013986012,29,22
30.03496503496501,114.86013986013965,29,23
30.839160839160805,115.4055944055942,30,0
